province,year,profession,age 30–59 years (%),age 60+ years (%),age <30 years (%),count,female (%),per_100k
PE,2020,Dental hygienists,71.2,1.9,26.9,122,97.5,76.6
PE,2020,Denturists,,,,2,,1.3
PE,2020,Dietitians,75,3.3,21.7,92,96.7,57.8
PE,2020,Environmental public health professionals,,,,16,,10.1
PE,2020,Family medicine,68.2,27,4.7,175,37.1,109.9
PE,2020,Genetic counsellors,,,,1,100,0.6
PE,2020,Health information management professionals,,,,23,,14.4
PE,2020,Licensed practical nurses,65.6,11.8,22.6,770,90.3,483.7
PE,2020,Medical laboratory technologists,79.3,6.1,14.6,117,78.2,73.5
PE,2020,Medical physicists,100,0,0,3,66.7,1.9
PE,2020,Medical radiation technologists,81,8,11,112,87.3,70.4
PE,2020,Nurse practitioners,95.9,0,4.1,49,93.9,30.8
PE,2020,Occupational therapists,73.3,5.3,21.3,75,88,47.1
PE,2020,Optometrists,86.4,13.6,0,22,63.6,13.8
PE,2020,Paramedics,63.5,2.3,34.2,219,,137.6
PE,2020,Pharmacists,,,,207,,130
PE,2020,Pharmacy technicians,,,,74,,46.5
PE,2020,Physician assistants,,,,3,,1.9
PE,2020,Physicians,68.8,28.3,2.9,322,33.2,202.3
PE,2020,Physiotherapists,72.9,10.3,16.8,107,79.4,67.2
PE,2020,Psychologists,70.9,25.5,3.6,55,69.1,34.5
PE,2020,Registered nurses,69.9,14.4,15.7,1707,95,1072.3
PE,2020,Regulated nurses,69.1,13.3,17.6,2526,93.5,1586.8
PE,2020,Respiratory therapists,,,,27,,17
PE,2020,Social workers,71.8,16.9,11.3,362,84.8,227.4
PE,2020,Specialists,69.5,29.8,0.8,147,28.6,92.3
PE,2020,Speech–language pathologists,86.4,4.5,9.1,44,93.2,27.6
PE,2021,Audiologists,77.8,11.1,11.1,9,77.8,5.6
PE,2021,Chiropractors,73.3,6.7,20,17,64.7,10.5
PE,2021,Dental assistants,67.7,4.5,27.9,212,99.1,130.8
PE,2021,Dental hygienists,72.2,1.9,25.9,122,97.5,75.2
PE,2021,Dentists,73.3,22.2,4.4,90,37.8,55.5
PE,2021,Denturists,,,,2,,1.2
PE,2021,Environmental public health professionals,,,,15,,9.3
PE,2021,Family medicine,73.7,24.4,1.9,186,40.3,114.7
PE,2021,Health information management professionals,75,12.5,12.5,16,100,9.9
PE,2021,Licensed practical nurses,65.9,11.6,22.5,785,90.2,484.2
PE,2021,Medical laboratory technologists,75.6,10.5,14,121,76.7,74.6
PE,2021,Medical physicists,100,0,0,4,50,2.5
PE,2021,Medical radiation technologists,80,5.7,14.3,108,87.6,66.6
PE,2021,Nurse practitioners,96.2,0,3.8,53,94.3,32.7
PE,2021,Occupational therapists,71.6,4.9,23.5,81,90.1,50
PE,2021,Opticians,,,,35,62.9,21.6
PE,2021,Optometrists,86.4,13.6,0,22,63.6,13.6
PE,2021,Paramedics,64.4,2.4,33.2,209,,128.9
PE,2021,Pharmacists,81.1,7.3,11.7,206,68,127.1
PE,2021,Pharmacy technicians,,,,72,,44.4
PE,2021,Physician assistants,,,,2,,1.2
PE,2021,Physicians,71.9,27.1,1,344,34.9,212.2
PE,2021,Physiotherapists,66.7,12.3,21.1,114,78.1,70.3
PE,2021,Psychologists,70.7,27.6,1.7,58,65.5,35.8
PE,2021,Psychotherapists/counselling therapists,,,,84,,51.8
PE,2021,Registered nurses,69.5,14.2,16.3,1744,94.7,1075.7
PE,2021,Regulated nurses,68.9,13.1,18,2582,93.3,1592.5
PE,2021,Respiratory therapists,,,,28,,17.3
PE,2021,Social workers,71.5,15.7,12.8,390,86.2,240.5
PE,2021,Specialists,69.9,30.1,0,158,28.5,97.5
PE,2021,Speech–language pathologists,75,10,15,40,92.5,24.7
PE,2022,Audiologists,77.8,11.1,11.1,,77.8,
PE,2022,Chiropractors,85.7,0,14.3,15,60,9
PE,2022,Denturists,,,,3,,1.8
PE,2022,Environmental public health professionals,,,,,,
PE,2022,Family medicine,71.7,24.5,3.8,195,42.1,116.6
PE,2022,Genetic counsellors,0,0,0,,0,
PE,2022,Licensed practical nurses,65.9,12.2,22,797,90.5,476.7
PE,2022,Medical laboratory technologists,75.3,9,15.7,117,73.5,70
PE,2022,Medical radiation technologists,76.4,5.5,18.2,112,87.5,67
PE,2022,Midwives,0,0,0,0,0,0
PE,2022,Nurse practitioners,98.3,,1.7,60,95,35.9
PE,2022,Occupational therapists,66.7,8.3,25,84,88.1,50.2
PE,2022,Opticians,,,,35,62.9,20.9
PE,2022,Optometrists,90.5,9.5,0,21,66.7,12.6
PE,2022,Paramedics,,,,216,,129.2
PE,2022,Pharmacists,80.5,7.9,11.6,215,68.8,128.6
PE,2022,Pharmacy technicians,,,,79,,47.3
PE,2022,Physicians,70.6,27.1,2.3,356,37.4,212.9
PE,2022,Physiotherapists,65.6,10.9,23.4,128,77.3,76.6
PE,2022,Psychologists,75.7,22.9,1.4,70,70,41.9
PE,2022,Psychotherapists/counselling therapists,,,,119,,71.2
PE,2022,Registered nurses,67.9,14.3,17.8,1837,94.3,1098.8
PE,2022,Regulated nurses,68,13.4,18.7,2694,93.2,1611.4
PE,2022,Respiratory therapists,,,,46,,27.5
PE,2022,Social workers,71.2,16.3,12.5,405,84.4,242.2
PE,2022,Specialists,69.4,29.9,0.7,161,31.7,96.3
PE,2022,Speech–language pathologists,77.8,8.9,13.3,,93.3,
PE,2023,Audiologists,88.9,0,11.1,,77.8,
PE,2023,Chiropractors,93.3,0,6.7,15,53.3,8.6
PE,2023,Dental hygienists,,,,131,,75.4
PE,2023,Dentists,72.8,21,6.2,81,43.2,46.6
PE,2023,Denturists,,,,3,,1.7
PE,2023,Environmental public health professionals,,,,,,
PE,2023,Family medicine,69.1,27.3,3.6,205,42.4,118
PE,2023,Genetic counsellors,,,,,,
PE,2023,Health information management professionals,78.6,17.9,3.6,,95.8,
PE,2023,Licensed practical nurses,64.4,13.5,22.2,794,90.8,456.9
PE,2023,Medical physicists,100,0,0,,50,
PE,2023,Medical radiation technologists,78.6,5.4,16.1,113,87.3,65
PE,2023,Midwives,100,,,1,100,0.6
PE,2023,Nurse practitioners,95.8,1.4,2.8,71,94.4,40.9
PE,2023,Occupational therapists,65.9,8.8,25.3,91,89,52.4
PE,2023,Opticians,,,,39,66.7,22.4
PE,2023,Optometrists,85.7,14.3,0,21,66.7,12.1
PE,2023,Paramedics,71.1,2.6,26.3,218,,125.4
PE,2023,Pharmacists,79.5,7.3,13.2,219,67.6,126
PE,2023,Pharmacy technicians,,,,76,,43.7
PE,2023,Physician assistants,,,,,50,
PE,2023,Physicians,69.7,28.3,1.9,373,38.3,214.6
PE,2023,Physiotherapists,66.9,12,21.1,133,77.4,76.5
PE,2023,Psychologists,74,24.7,1.3,77,68.8,44.3
PE,2023,Psychotherapists/counselling therapists,,,,131,,75.4
PE,2023,Registered nurses,69,14.1,16.9,1910,93.7,1099
PE,2023,Regulated nurses,68.3,13.6,18.1,2775,92.9,1596.8
PE,2023,Respiratory therapists,,,,46,,26.5
PE,2023,Social workers,72.5,19.3,8.3,396,84.6,227.9
PE,2023,Specialists,70.5,29.5,,168,33.3,96.7
PE,2023,Speech–language pathologists,84.6,5.1,10.3,,91.4,
QC,2019,Audiologists,,,,471,87.7,5.6
QC,2019,Chiropractors,71.8,16.2,12,1369,48.3,16.1
QC,2019,Dental hygienists,71.4,4.2,24.4,6712,97.9,79.1
QC,2019,Dentists,,,,5411,50.5,63.8
QC,2019,Denturists,,,,908,,10.7
QC,2019,Environmental public health professionals,,,,12,,0.1
QC,2019,Family medicine,64.5,28.3,7.2,10786,56.6,127.1
QC,2019,Genetic counsellors,,,,54,94.4,0.6
QC,2019,Licensed practical nurses,71.2,8.5,20.4,27844,89.7,328.2257397
QC,2019,Medical laboratory technologists,73.5,3.6,22.8,4883,84.9,57.6
QC,2019,Medical physicists,,,,98,25.5,1.2
QC,2019,Medical radiation technologists,74.3,5.4,20.3,6741,83.3,79.5
QC,2019,Midwives,,,,258,99.6,3
QC,2019,Nurse practitioners,94.7,1.1,4.2,545,90.8,6.4
QC,2019,Occupational therapists,75.3,2.4,22.4,5560,92.5,65.5
QC,2019,Optometrists,73.9,15.8,10.3,1568,70.6,18.5
QC,2019,Paramedics,66.8,4.4,28.8,5566,28.6,65.6
QC,2019,Pharmacists,,,,9460,,111.5
QC,2019,Physician assistants,,,,21,,0.2
QC,2019,Physicians,69.3,26.7,3.9,21485,50.6,253.3
QC,2019,Physiotherapists,74.2,4.8,21,5424,76.2,63.9
QC,2019,Psychologists,75.6,19.2,5.2,7728,77.5,91.1
QC,2019,Registered nurses,69.3,16,14.7,72695,92.4,856.9
QC,2019,Regulated nurses,75.4,13.4,16.3,101084,88.9,1191.580616
QC,2019,Respiratory therapists,76.9,3.5,19.7,4404,84.5,51.9
QC,2019,Social workers,77.3,8.5,14.2,14784,88.2,174.3
QC,2019,Specialists,73.9,25.3,0.8,10699,44.6,126.1
QC,2019,Speech–language pathologists,,,,2937,97.3,34.6
QC,2020,Audiologists,76.8,7.1,16.2,482,88.4,5.6
QC,2020,Dental hygienists,73.8,5.1,21.1,6699,97.8,78.3
QC,2020,Dentists,69,20.5,10.4,5365,50.6,62.7
QC,2020,Denturists,,,,869,,10.2
QC,2020,Dietitians,,,,2882,97.2,33.7
QC,2020,Environmental public health professionals,,,,12,,0.1
QC,2020,Family medicine,67.3,29.3,3.3,11098,57.5,129.8
QC,2020,Genetic counsellors,,,,55,94.5,0.6
QC,2020,Licensed practical nurses,71.9,8.3,19.9,29398,90.3,343.8
QC,2020,Medical laboratory technologists,73.6,4,22.4,4661,84.7,54.5
QC,2020,Medical physicists,78.5,5.1,16.5,90,26.7,1.1
QC,2020,Medical radiation technologists,75.1,4.9,20,6671,83,78
QC,2020,Midwives,84.1,7.2,8.7,264,99.6,3.1
QC,2020,Nurse practitioners,94.5,1.2,4.4,686,90.4,8
QC,2020,Occupational therapists,76.2,2.5,21.2,5700,92.3,66.7
QC,2020,Optometrists,70.9,19.3,9.8,1568,71.4,18.3
QC,2020,Paramedics,66.3,4.7,29,5706,30.4,66.7
QC,2020,Pharmacists,,,,9568,,111.9
QC,2020,Physician assistants,,,,19,,0.2
QC,2020,Physicians,70.9,27.3,1.8,22038,51.4,257.7
QC,2020,Physiotherapists,75.4,5,19.5,5308,74.7,62.1
QC,2020,Psychologists,74.3,23.1,2.6,7895,78.4,92.3
QC,2020,Registered nurses,74.7,15.5,17.9,73337,92.1,857.6
QC,2020,Regulated nurses,76.1,6.9,17,103421,91.5,1209.4
QC,2020,Respiratory therapists,75.9,3.2,20.8,4102,84,48
QC,2020,Social workers,77.5,8.2,14.3,15264,88.5,178.5
QC,2020,Specialists,74.2,25.4,0.4,10940,45.2,127.9
QC,2020,Speech–language pathologists,78.9,4.2,16.9,3042,97.4,35.6
QC,2021,Audiologists,77.5,6.4,16,481,88.1,5.6
QC,2021,Chiropractors,72.1,18.3,9.5,1330,50.1,15.5
QC,2021,Dental hygienists,73.4,4.7,21.9,6786,97.7,79.2
QC,2021,Dentists,69.6,21.8,8.6,5392,51.6,62.9
QC,2021,Denturists,,,,859,,10
QC,2021,Dietitians,71.1,6,22.9,3320,96.8,38.7
QC,2021,Environmental public health professionals,,,,,,
QC,2021,Family medicine,68.7,30.5,0.8,11334,58.2,132.2
QC,2021,Genetic counsellors,,,,,94.2,
QC,2021,Licensed practical nurses,80.5,6,13.5,28034,89.6,327.0407675
QC,2021,Medical laboratory technologists,72.6,3.4,24,4622,84.8,53.9
QC,2021,Medical physicists,92.1,6.3,1.6,,25.7,
QC,2021,Medical radiation technologists,74.2,4.5,21.3,6884,82.9,80.3
QC,2021,Midwives,84.6,7,8.4,285,99.6,3.3
QC,2021,Nurse practitioners,91.3,1.1,7.6,946,89.9,11
QC,2021,Occupational therapists,76.8,2.9,20.4,5886,92.5,68.7
QC,2021,Opticians,,,,2221,57.9,25.9
QC,2021,Optometrists,71.2,18.8,10,1562,71.1,18.2
QC,2021,Paramedics,66.7,6.2,27.1,5728,31.7,66.8
QC,2021,Pharmacists,,,,9915,,115.7
QC,2021,Physician assistants,,,,,17.4,
QC,2021,Physicians,71.5,28,0.5,22451,52,261.9
QC,2021,Physiotherapists,75.7,5.3,19,5468,74.3,63.8
QC,2021,Psychologists,74.3,23.1,2.6,7895,78.4,92.1
QC,2021,Psychotherapists/counselling therapists,64.6,32.7,2.8,1602,81.7,18.7
QC,2021,Registered nurses,74,8.5,17.6,76712,91.8,894.9
QC,2021,Regulated nurses,75.8,7.8,16.4,105692,88.7,1232.988257
QC,2021,Respiratory therapists,76.9,3.3,19.9,4176,84.3,48.7
QC,2021,Social workers,77.7,8.2,14.1,15730,88.5,183.5
QC,2021,Specialists,74.1,25.7,0.2,11117,45.7,129.7
QC,2021,Speech–language pathologists,78.2,3.9,17.9,3125,97.4,36.5
QC,2022,Audiologists,76.4,5.6,18,499,87.8,5.8
QC,2022,Chiropractors,71.6,16.2,12.2,1352,51,15.6
QC,2022,Dental hygienists,74.3,5.4,20.4,6971,97.5,80.4
QC,2022,Dentists,70.1,23.5,6.4,5398,47.6,62.2
QC,2022,Denturists,,,,851,,9.8
QC,2022,Dietitians,71.8,5.9,22.3,3392,97,39.1
QC,2022,Environmental public health professionals,,,,,,
QC,2022,Family medicine,67.8,31.6,0.6,11449,59.1,132
QC,2022,Genetic counsellors,,,,,,
QC,2022,Licensed practical nurses,81.2,6.5,12.3,28495,89.5,328.6
QC,2022,Medical laboratory technologists,72.9,4.5,22.6,4523,84.8,52.2
QC,2022,Medical radiation technologists,75.1,5.1,19.7,6884,82.9,79.4
QC,2022,Midwives,83.4,6.1,10.5,296,98.1,3.4
QC,2022,Nurse practitioners,90.8,0.8,8.5,1183,89.9,13.6
QC,2022,Occupational therapists,77.5,3.1,19.4,6083,92.4,70.1
QC,2022,Opticians,,,,2242,76.5,25.85276952
QC,2022,Optometrists,71.2,17.5,11.3,1588,73.1,18.3
QC,2022,Paramedics,67.6,8.1,24.2,5981,33.2,69
QC,2022,Pharmacists,,,,10271,,118.4
QC,2022,Physicians,70.9,28.7,0.5,22765,52.8,262.5
QC,2022,Physiotherapists,76.3,5.7,17.9,5664,74.6,65.3
QC,2022,Psychologists,75.2,22.3,2.6,7979,79,92
QC,2022,Psychotherapists/counselling therapists,64.2,32.9,3,1634,82.4,18.8
QC,2022,Registered nurses,74.8,8.4,16.9,77261,88.2,890.9
QC,2022,Regulated nurses,76.7,7.8,15.6,106939,88.6,1233.1
QC,2022,Respiratory therapists,79.6,6.7,13.7,4290,84.7,49.5
QC,2022,Social workers,79.8,8.7,11.5,15561,88.6,179.4
QC,2022,Specialists,73.5,26.2,0.4,11316,46.5,130.5
QC,2022,Speech–language pathologists,78.2,3.5,18.3,3246,97.2,37.4
QC,2023,Audiologists,73,5.3,21.7,545,87.3,6.1
QC,2023,Chiropractors,70.4,14.9,14.7,1358,52,15.3
QC,2023,Dental hygienists,74.8,5.7,19.5,7095,97.3,79.9
QC,2023,Dentists,69.9,20.2,9.9,5405,42.5,60.9
QC,2023,Denturists,,,,859,,9.7
QC,2023,Dietitians,72.4,6.1,21.5,3458,97,39
QC,2023,Environmental public health professionals,,,,,,
QC,2023,Family medicine,66.8,32.7,0.4,11549,59.6,130.1
QC,2023,Genetic counsellors,,,,,,
QC,2023,Health information management professionals,89.3,7.1,3.6,,95.7,
QC,2023,Licensed practical nurses,81,6.7,12.3,29990,89.2,337.9
QC,2023,Medical laboratory technologists,73.7,4.7,21.6,4313,84.7,48.6
QC,2023,Medical physicists,74.5,3.6,21.8,,34.8,
QC,2023,Medical radiation technologists,75.3,5.3,19.4,7013,83,79
QC,2023,Midwives,81.8,6.9,11.3,318,98,3.6
QC,2023,Nurse practitioners,91.1,0.7,8.2,1411,89.7,15.9
QC,2023,Occupational therapists,77.7,3.3,19,6249,92.3,70.4
QC,2023,Opticians,,,,2359,76.9,26.58123113
QC,2023,Optometrists,72.3,19.2,8.5,1590,72.9,17.9
QC,2023,Paramedics,63.8,7.6,28.6,6395,35.2,72.1
QC,2023,Pharmacists,,,,11217,,126.4
QC,2023,Physician assistants,,,,,17.6,
QC,2023,Physicians,70.1,29.5,0.4,23082,53.3,260.1
QC,2023,Physiotherapists,76.1,6.4,17.5,5813,74.6,65.5
QC,2023,Psychologists,75.4,21.7,2.8,8098,79.5,91.2
QC,2023,Psychotherapists/counselling therapists,64.7,32.1,3.1,1648,82.9,18.6
QC,2023,Registered nurses,75.1,8.7,16.2,78255,88.2,881.8
QC,2023,Regulated nurses,77,8,15,109656,88.5,1235.6
QC,2023,Respiratory therapists,79.4,5,15.6,4244,84.7,47.8
QC,2023,Social workers,80.1,8.5,11.4,15913,88.6,179.3
QC,2023,Specialists,72.9,26.8,0.3,11533,47.1,130
QC,2023,Speech–language pathologists,79,4.1,16.9,3359,97.4,37.8
SK,2019,Chiropractors,74.3,19.3,6.4,218,35.8,18.7
SK,2019,Dental assistants,58.2,6.1,35.7,1293,98.5,111.1
SK,2019,Dental hygienists,66.99834163,8.126036484,24.87562189,603,97.01492537,49.87151675
SK,2019,Dentists,73.9,12.5,13.5,513,37,44.1
SK,2019,Denturists,,,,68,,5.8
SK,2019,Dietitians,,,,385,,33.1
SK,2019,Environmental public health professionals,,,,120,,10.3
SK,2019,Family medicine,69.2,23.6,7.2,1363,39,117.1
SK,2019,Genetic counsellors,,,,7,100,0.6
SK,2019,Health information management professionals,79.4,11.1,9.5,381,94.5,32.7
SK,2019,Licensed practical nurses,76.4,6.6,16.9,3700,93.2,317.8
SK,2019,Medical laboratory technologists,75.4,9,15.6,778,86.9,66.8
SK,2019,Medical physicists,,,,14,28.6,1.2
SK,2019,Medical radiation technologists,72.9,4.4,22.7,631,85.1,54.2
SK,2019,Midwives,82.4,11.8,5.9,17,100,1.5
SK,2019,Nurse practitioners,81.8,14.8,3.4,236,91.9,20.3
SK,2019,Occupational therapists,79.4,5.3,15.3,359,88.9,30.8
SK,2019,Opticians,,,,127,75.2,10.9
SK,2019,Optometrists,80.2,10.7,9,182,53.8,15.6
SK,2019,Paramedics,64.2,4.2,31.6,1948,36.6,167.3
SK,2019,Pharmacists,72.1,7.7,20.2,1685,68.4,144.7
SK,2019,Pharmacy technicians,,,,371,,31.9
SK,2019,Physician assistants,,,,1,,0.1
SK,2019,Physicians,72.7,23.2,4,2484,36.9,213.4
SK,2019,Physiotherapists,80.8,7.6,11.5,746,76.4,64.1
SK,2019,Psychologists,73.8,23.9,2.2,515,75.9,44.2
SK,2019,Registered nurses,69.4,11.4,19.2,10940,92.7,939.7
SK,2019,Registered psychiatric nurses,70.2,16,13.8,802,86.5,68.9
SK,2019,Regulated nurses,71.3,10.6,18.2,15678,92.5,1346.6
SK,2019,Respiratory therapists,71.9,2.7,25.4,256,70.3,22
SK,2019,Social workers,73.1,13,13.9,2089,88,179.4
SK,2019,Specialists,77.1,22.7,0.2,1121,34.3,96.3
SK,2020,Audiologists,86,7,7,46,93,3.9
SK,2020,Chiropractors,71.7,17.5,10.8,223,35.4,19.1
SK,2020,Dental assistants,61.4,5.5,33.1,1421,98.6,121.7
SK,2020,Dental hygienists,67.91044776,7.462686567,24.62686567,670,97.31343284,57.39318443
SK,2020,Denturists,,,,68,,5.8
SK,2020,Dietitians,,,,397,,34
SK,2020,Environmental public health professionals,,,,115,,9.9
SK,2020,Family medicine,71.2,21.5,7.4,1407,40.4,120.5
SK,2020,Genetic counsellors,,,,7,100,0.6
SK,2020,Health information management professionals,,,,373,,32
SK,2020,Licensed practical nurses,78.1,6.7,15.2,3770,93.1,322.9
SK,2020,Medical laboratory technologists,76.9,11.1,12,749,86.5,64.2
SK,2020,Medical physicists,100,0,0,11,36.4,0.9
SK,2020,Medical radiation technologists,74.6,3.8,21.6,630,84.8,54
SK,2020,Midwives,85.7,7.1,7.1,14,100,1.2
SK,2020,Nurse practitioners,82.9,14.2,2.9,240,91.7,20.6
SK,2020,Occupational therapists,79.3,5.9,14.7,387,90.2,33.2
SK,2020,Optometrists,80.2,13.2,6.6,182,56,15.6
SK,2020,Paramedics,,,,2221,,190.2541233
SK,2020,Pharmacists,76.2,7.8,16.1,1650,68.5,141.3
SK,2020,Pharmacy technicians,,,,382,,32.7
SK,2020,Physician assistants,,,,1,,0.1
SK,2020,Physicians,75,20.5,4.5,2535,38.4,217.2
SK,2020,Physiotherapists,81.2,7.4,11.4,754,75.5,64.6
SK,2020,Psychologists,73.7,24.5,1.8,511,76.5,43.8
SK,2020,Registered nurses,69,11.5,19.5,11182,92.5,957.9
SK,2020,Registered psychiatric nurses,71.2,15.8,13,799,87.4,68.4
SK,2020,Regulated nurses,71.5,10.6,17.9,15991,92.4,1369.8
SK,2020,Respiratory therapists,71.1,2.2,26.7,277,71.1,23.7
SK,2020,Social workers,73.5,13.2,13.3,2255,88.8,193.2
SK,2020,Specialists,79.8,19.2,1.1,1128,36,96.6
SK,2020,Speech–language pathologists,78.1,6.4,15.5,407,96.4,34.9
SK,2021,Audiologists,91.3,4.3,4.3,46,89.1,3.9
SK,2021,Chiropractors,72.7,15.4,11.9,227,39.2,19.4
SK,2021,Dental hygienists,70.80838323,7.784431138,21.40718563,668,97.30538922,57.20593537
SK,2021,Dentists,77.5,13.1,9.4,534,37.1,45.7
SK,2021,Denturists,,,,67,,5.7
SK,2021,Dietitians,,,,419,,35.9
SK,2021,Environmental public health professionals,,,,,,
SK,2021,Family medicine,72,23.3,4.7,1248,41,106.9
SK,2021,Genetic counsellors,,,,,87.5,
SK,2021,Health information management professionals,77.9,8,14.1,,94.1,
SK,2021,Licensed practical nurses,79.8,6.7,13.5,3683,93.4,315.4
SK,2021,Medical laboratory technologists,75.6,12.8,11.6,758,85.6,64.9
SK,2021,Medical physicists,100,0,0,,36.4,
SK,2021,Medical radiation technologists,73.4,4,22.6,642,86.1,55
SK,2021,Midwives,87.5,6.3,6.3,16,100,1.4
SK,2021,Nurse practitioners,83.1,15,1.9,260,90,22.3
SK,2021,Occupational therapists,78.8,5.7,15.5,406,89.7,34.8
SK,2021,Opticians,73.7,14.7,11.6,128,78.6,11
SK,2021,Optometrists,78.9,13.3,7.8,183,58.5,15.7
SK,2021,Paramedics,67.2,4.4,28.4,2227,38.8,190.7
SK,2021,Pharmacists,76.6,6.8,16.6,1691,69.3,144.8
SK,2021,Pharmacy technicians,,,,379,,32.5
SK,2021,Physician assistants,,,,,,
SK,2021,Physicians,74.8,22.6,2.5,2426,38.5,207.8
SK,2021,Physiotherapists,81.7,7.1,11.2,776,74.4,66.5
SK,2021,Registered nurses,70,10.7,19.2,11307,92.4,968.3
SK,2021,Registered psychiatric nurses,72.8,16.5,10.7,769,87.4,65.9
SK,2021,Regulated nurses,72.6,10.2,17.2,16019,92.4,1371.8
SK,2021,Respiratory therapists,72.7,2.9,24.4,275,72,23.6
SK,2021,Social workers,73.4,13.4,13.2,2492,,213.4
SK,2021,Specialists,77.9,21.9,0.2,1178,35.9,100.9
SK,2021,Speech–language pathologists,79.9,6.9,13.2,423,96.7,36.2
SK,2022,Audiologists,84.8,8.7,6.5,46,91.3,3.9
SK,2022,Chiropractors,72.3,15.5,12.2,238,39.1,20.2
SK,2022,Dental assistants,,,,1343,,114
SK,2022,Dental hygienists,67.36990155,7.172995781,25.45710267,711,97.46478873,60.33492246
SK,2022,Dentists,77.5,15.1,7.4,529,38.8,44.9
SK,2022,Denturists,,,,67,,5.7
SK,2022,Dietitians,,,,419,,35.6
SK,2022,Environmental public health professionals,,,,,,
SK,2022,Family medicine,72.6,20.8,6.6,1406,43.1,119.3
SK,2022,Genetic counsellors,,,,,,
SK,2022,Licensed practical nurses,82.1,6,11.9,3737,93.3,317.1
SK,2022,Medical laboratory technologists,76.1,13.2,10.7,739,85.8,62.7
SK,2022,Medical radiation technologists,73.2,4.8,22,646,85.6,54.8
SK,2022,Midwives,87.5,6.3,6.3,16,93.8,1.4
SK,2022,Nurse practitioners,84.9,14.3,0.7,279,91,23.7
SK,2022,Occupational therapists,82.2,5.1,12.7,409,90,34.7
SK,2022,Opticians,65,16.5,18.4,146,79,12.4
SK,2022,Optometrists,78.9,13.2,7.9,190,56.8,16.1
SK,2022,Paramedics,,,,2349,,199.3343641
SK,2022,Pharmacists,77,6.6,16.4,1723,69.2,146.2
SK,2022,Pharmacy technicians,,,,391,,33.2
SK,2022,Physicians,75.5,20.8,3.7,2606,40.4,221.1
SK,2022,Physiotherapists,81.8,6.5,11.7,803,74.3,68.1
SK,2022,Psychologists,74.5,23.2,2.3,543,78.1,46.1
SK,2022,Registered nurses,70.6,10.3,19.1,11564,92.2,981.3
SK,2022,Registered psychiatric nurses,68.7,16.2,15.2,772,87,65.5
SK,2022,Regulated nurses,73.4,9.7,17,16352,92.2,1387.6
SK,2022,Respiratory therapists,72.7,2.9,24.4,275,72,23.3
SK,2022,Social workers,74.7,12.4,12.9,2678,,227.3
SK,2022,Specialists,78.8,20.9,0.3,1200,37.3,101.8
SK,2022,Speech–language pathologists,79.7,6.3,14,429,96.5,36.4
SK,2023,Audiologists,84.4,6.7,8.9,45,86.7,3.7
SK,2023,Chiropractors,75.4,13.9,10.7,244,40.2,20.2
SK,2023,Dental assistants,,,,1038,,85.8
SK,2023,Dental hygienists,65.97222222,6.527777778,27.5,720,97.36111111,59.5480797
SK,2023,Dentists,75.2,14.2,10.6,576,39.4,47.6
SK,2023,Denturists,,,,70,,5.8
SK,2023,Dietitians,,,,421,,34.8
SK,2023,Environmental public health professionals,,,,,,
SK,2023,Family medicine,73.7,20.4,5.9,1431,44.2,118.4
SK,2023,Genetic counsellors,,,,,,
SK,2023,Health information management professionals,77.8,9.8,12.4,,92.6,
SK,2023,Licensed practical nurses,81.9,6.1,11.9,3920,93.2,324.2
SK,2023,Medical laboratory technologists,73.2,15.4,11.4,766,85,63.4
SK,2023,Medical physicists,66.7,0,33.3,,50,
SK,2023,Medical radiation technologists,72.3,4.7,23,656,85.5,54.3
SK,2023,Midwives,88.9,5.6,5.6,18,94.4,1.5
SK,2023,Nurse practitioners,84.2,15.8,0,266,91.7,22
SK,2023,Occupational therapists,83,5.4,11.5,407,89.9,33.7
SK,2023,Opticians,,,,145,82.9,12
SK,2023,Optometrists,76.8,12.9,10.3,194,55.7,16
SK,2023,Paramedics,,,,2417,,199.8995953
SK,2023,Pharmacists,77.8,6.5,15.6,1727,69.4,142.8
SK,2023,Pharmacy technicians,,,,406,,33.6
SK,2023,Physician assistants,,,,,,
SK,2023,Physicians,76,20.7,3.4,2677,40.8,221.4
SK,2023,Physiotherapists,82.2,6.4,11.4,813,73.4,67.2
SK,2023,Psychologists,75.3,22.9,1.8,565,77.5,46.7
SK,2023,Registered nurses,71.8,9.9,18.4,11760,91.9,972.6
SK,2023,Registered psychiatric nurses,67.3,16.1,16.6,788,87.4,65.2
SK,2023,Regulated nurses,74.1,9.4,16.5,16734,92,1384
SK,2023,Respiratory therapists,72,1.1,26.9,271,70.1,22.4
SK,2023,Social workers,74.1,13,12.9,2879,88.6,238.1
SK,2023,Specialists,78.6,20.9,0.5,1246,36.8,103.1
SK,2023,Speech–language pathologists,81.1,6,12.9,418,96.7,34.6
YT,2019,Audiologists,100,0,0,,100,
YT,2019,Chiropractors,,,,6,,14.6
YT,2019,Dental hygienists,,,,37,,89.8
YT,2019,Dentists,,,,70,,170
YT,2019,Denturists,,,,3,,7.3
YT,2019,Dietitians,,,,,100,
YT,2019,Environmental public health professionals,,,,7,,17
YT,2019,Family medicine,71.6,26.9,1.5,67,49.3,162.7
YT,2019,Genetic counsellors,,,,1,100,2.4
YT,2019,Health information management professionals,83.3,16.7,0,6,100,14.6
YT,2019,Licensed practical nurses,,,,225,,546.3
YT,2019,Medical laboratory technologists,,,,,80.8,
